total_usage,pca_pred
0,1.4400068071341647
0,1.0552186774432382
3,2.6211088241587097
4,2.6211088241587097
5,2.6211088241587097
6,2.6211088241587097
1,2.6211088241587097
2,2.6211088241587097
33,2.789630503661882
21,2.789630503661882
5,2.789630503661882
2,1.0552186774432382
2,1.0552186774432382
3,1.0552186774432382
2,2.789630503661882
1,1.0552186774432382
1,1.4400068071341647
1,1.0552186774432382
0,1.0552186774432382
3,1.4400068071341647
1,1.4400068071341647
0,1.4400068071341647
2,1.4400068071341647
0,1.4400068071341647
1,1.4400068071341647
0,1.4400068071341647
0,1.4400068071341647
0,1.4400068071341647
0,1.4400068071341647
179,20.253333333333337
85,18.376775956284156
45,11.653690476190476
9,16.09166666666667
2.5,16.09166666666667
2,11.653690476190476
1.5,16.09166666666667
8,11.653690476190476
49,8.295
16,11.601337373931718
14,14.13441923753553
29,11.601337373931718
15,14.13441923753553
22,14.13441923753553
30,14.13441923753553
11,14.13441923753553
9.5,11.601337373931718
1,14.13441923753553
1,11.601337373931718
6,14.13441923753553
1,11.601337373931718
3,11.601337373931718
1,11.601337373931718
3.5,11.601337373931718
10.5,28.92115800865801
67,56.719047619047615
18,56.719047619047615
5.5,28.92115800865801
3,22.0929793151613
6,22.0929793151613
5.5,28.92115800865801
9,23.999277148024113
4,22.0929793151613
4,22.0929793151613
1,22.0929793151613
216,22.0929793151613
6,22.0929793151613
6.5,23.999277148024113
26,22.0929793151613
19.5,23.999277148024113
13,22.0929793151613
99,22.0929793151613
4,22.0929793151613
3.5,23.999277148024113
7,22.0929793151613
98,42.010952380952375
21.5,62.279999999999994
30,199.13833333333332
6,22.0929793151613
5,23.999277148024113
3.5,23.999277148024113
64,22.0929793151613
3,1.8890423781248686
2,1.8890423781248686
0,1.8890423781248686
5,5.12
4.5,44.62850857524126
1.5,44.62850857524126
0,0.406957884997702
1,0.406957884997702
0,0.406957884997702
0,0.406957884997702
0,0.406957884997702
0,0.406957884997702
1,0.406957884997702
0,0.406957884997702
83,19.144545454545455
7,3.7699028749028782
0,0.406957884997702
3,8.515595238095239
0,8.515595238095239
0,2.5782924428512795
0,1.6266851414287185
1,1.6266851414287185
1,1.6266851414287185
1,1.6266851414287185
9,1.6266851414287185
0,1.6266851414287185
0,1.6266851414287185
0,1.6266851414287185
1,1.6266851414287185
1,1.6266851414287185
2,13.749999999999996
3,16.111566630870712
1,1.6266851414287185
2,1.6266851414287185
2,1.6266851414287185
0,1.6266851414287185
5,5.482990702845554
4.5,4.033546907928075
10,4.033546907928075
8,5.457008737280555
5,4.033546907928075
19,5.457008737280555
9,4.033546907928075
17,4.033546907928075
5,5.457008737280555
2,16.01666666666667
61,184.7866666666667
4.5,11.999847613686622
6,24.773140533357253
0,4.112792207792208
0,0.588333333333335
0,2.3228266247515448
1,18.92666666666667
0,1.0658141036401502e-15
0,0.34555555555555734
0,0.34555555555555734
0,1.0658141036401502e-15
0,0.34555555555555734
0,1.0658141036401502e-15
0,0.34555555555555734
0,0.34555555555555734
0,5.457008737280555
5,373.6455555555556
16,18.680476190476192
2.5,4.033546907928075
11,5.457008737280555
1,5.457008737280555
1,4.033546907928075
1,5.457008737280555
1,5.457008737280555
113.5,17.77510204081633
4,8.303968431705368
0.5,5.482990702845554
4,8.303968431705368
1,5.482990702845554
2,8.303968431705368
10,8.303968431705368
16,14.029999999999998
6.5,5.482990702845554
62,4.098809523809524
1,4.112792207792208
2,2.7633333333333345
5,2.7633333333333345
2,2.7633333333333345
11,9.334999999999999
0,1.0883333333333354
0,0.34555555555555734
1,1.0883333333333354
33,24.773140533357253
23,24.773140533357253
0.5,11.2125
4.5,11.377500000000001
1,5.457008737280555
0,5.457008737280555
0,4.033546907928075
1,4.033546907928075
1,5.457008737280555
0,4.033546907928075
0,12.19375
1,3.1114517345399713
0.5,12.19375
0,2.806907599119506
0,2.806907599119506
14,0.22928571428571481
0,0.4946367521367566
0,0.4946367521367566
1,0.4946367521367566
0,0.7813983238983269
0,0.7813983238983269
0,0.7813983238983269
0,0.7813983238983269
0,0.16107142857142948
0,0.1677841533354531
1,0.1677841533354531
1,0.1677841533354531
0,0.1677841533354531
0,0.1677841533354531
6.5,3.145534918512868
0,0.7790764790764815
5,0.7790764790764815
3,0.7790764790764815
4,1.2959984459984528
0,2.806907599119506
0,0.7615916603102054
0,2.5216110912844263
2,15.400833333333333
4,9.84
0.5,2.5216110912844263
3,4.098809523809524
0,4.263256414560601e-15
0,4.263256414560601e-15
0,4.263256414560601e-15
12.5,7.62132521950245
1,2.4121824009324087
2,2.4121824009324087
6,2.8643312494479574
0,2.8643312494479574
0,2.4121824009324087
3,4.098809523809524
1,2.232916666666667
10,4.636428571428573
24,66.7247619047619
10,65.38
3.5,3.437812500000001
0,7.029807692307694
0,7.029807692307694
3,7.029807692307694
0.5,0.9660317460317472
0,0.9660317460317472
0,0.9660317460317472
2,7.747999887539365
1,7.747999887539365
4,1.4061343999138232
0,2.8643312494479574
0,1.4061343999138232
0,2.8643312494479574
0,1.4061343999138232
0,1.4061343999138232
1,2.8643312494479574
1,2.8643312494479574
0,2.8643312494479574
0,1.4061343999138232
0,1.4061343999138232
3,1.4061343999138232
32,27.21666666666666
1,22.347186147186143
0.5,16.96607142857143
59,2.773552138384789
10,86.95
43.5,46.61433080808081
0,2.5216110912844263
1,2.773552138384789
0,2.5216110912844263
2,2.773552138384789
2.5,2.5216110912844263
0.5,2.5216110912844263
1,2.773552138384789
1,2.773552138384789
5,2.773552138384789
1.5,2.5216110912844263
3,2.773552138384789
2,2.773552138384789
1,2.773552138384789
3,7.747999887539365
2,12.331050554837322
1,7.747999887539365
1,7.747999887539365
1.5,65.31666666666668
20,11.463147545924555
4,11.463147545924555
2.5,7.62132521950245
16,11.463147545924555
6,11.463147545924555
1,11.463147545924555
5.5,7.62132521950245
4,7.62132521950245
1.5,7.62132521950245
3.5,7.62132521950245
10.5,7.62132521950245
8,11.463147545924555
7.5,7.62132521950245
5,9.84
2,1.8530075819456109
7,2.4573855311355364
1.5,1.8530075819456109
1.5,1.8530075819456109
0,6.0206349206349214
244,72.05696969696969
13,10.915000000000001
4,7.62132521950245
56,4.643015873015874
19.5,7.62132521950245
11,12.23333333333333
7,4.236764069264069
2,5.447860750360751
1.5,4.236764069264069
3.5,4.236764069264069
1,1.8530075819456109
4.5,1.8530075819456109
15.5,1.8530075819456109
2,5.5906746031746035
2,1.8530075819456109
8,5.5906746031746035
1.5,1.8530075819456109
0,5.5906746031746035
2,2.74896497035817
0.5,1.068333333333334
0,42.01721577220381
0,1.1322915833213458
0,1.1322915833213458
0,1.1322915833213458
0,0.3647700516317574
1,0.3647700516317574
0,0.3647700516317574
0,0.3647700516317574
0,1.1322915833213458
0,1.1322915833213458
3.5,0.3647700516317574
0,0.3647700516317574
2,1.4310445694656302
153,241.325
114,148.65333333333334
1.5,5.9816666666666665
1.5,5.9816666666666665
11,7.853174603174603
1,1.4310445694656302
1,0.3647700516317574
1,1.4310445694656302
34,2.0336363636363655
2,1.5642261904761923
0.5,1.5642261904761923
0,2.643504273504275
3,2.643504273504275
0.5,1.5642261904761923
24,7.130158730158731
473,429.4833333333334
2.5,3.1423333333333354
5,2.643504273504275
0.5,0.5055451127819651
0,0.5055451127819651
16,2.0422671471041154
2,2.0422671471041154
0,0.5055451127819651
2,2.0422671471041154
0,0.5055451127819651
0.5,0.5055451127819651
2,2.0422671471041154
0,0.5055451127819651
6,2.0422671471041154
6,2.0422671471041154
1,2.0422671471041154
0,2.0422671471041154
1,0.7552236652236776
0,0.7552236652236776
0,0.7552236652236776
0,0.5482683982684009
20,17.46479965998792
7.5,17.46479965998792
1,1.0829365079365085
1,0.8178354978354996
0,0.8178354978354996
0,1.2959984459984528
0,1.2959984459984528
0,1.2959984459984528
0,0.7615916603102054
21,6.95
16,6.95
